"C_ID";"G_ID";"JAHR";"B"
"SZ";"1142";2007;452.24
"TG";"1142";2007;1
"TI";"1142";2007;67.25
"UR";"1142";2007;9
"VD";"1142";2007;3
"VS";"1142";2007;45.59
"ZG";"1142";2007;7.91
"ZH";"1142";2007;26
"ZH";"1147";2007;435
"AG";"1159";2007;4
"BE";"1159";2007;12.3333333333333
"BL";"1159";2007;1.41666666666667
"BS";"1159";2007;2.75
"FR";"1159";2007;836.083333333333
"GE";"1159";2007;4880.91666666666
"JU";"1159";2007;59.6666666666667
"LU";"1159";2007;0.583333333333333
"NE";"1159";2007;157.25
"SZ";"1159";2007;3.83333333333333
"TG";"1159";2007;2
"TI";"1159";2007;1
"VD";"1159";2007;6652.25
"VS";"1159";2007;6779.08333333334
"ZG";"1159";2007;9.25
"ZH";"1159";2007;14.5833333333333
"AG";"1215";2007;4.51
"BE";"1215";2007;7
"BS";"1215";2007;2
"FR";"1215";2007;53.71
"GE";"1215";2007;43.42
"JU";"1215";2007;4.92
"LU";"1215";2007;2.08
"NE";"1215";2007;11.26
"TI";"1215";2007;5
"VD";"1215";2007;5555.55
"VS";"1215";2007;2555.59
"ZG";"1215";2007;0.25
"ZH";"1215";2007;10.83
"AG";"1318";2007;60.15
"SZ";"1318";2007;109.58
"ZG";"1318";2007;5.5
"ZH";"1318";2007;4653.86
"AG";"1322";2007;5474
"AG";"1328";2007;88.5
"AI";"1328";2007;1
"AR";"1328";2007;11
"BE";"1328";2007;78.4
"BL";"1328";2007;30.7
"BS";"1328";2007;10.9
"GL";"1328";2007;10.8
"GR";"1328";2007;16.8
"LU";"1328";2007;25.6
"NW";"1328";2007;3
"OW";"1328";2007;2
"SG";"1328";2007;113.9
"SH";"1328";2007;46.9
"SO";"1328";2007;13.7
"SZ";"1328";2007;20.4
"TG";"1328";2007;422.4
"UR";"1328";2007;1
"ZG";"1328";2007;17.9
"ZH";"1328";2007;6518.2
"GL";"1331";2007;3
"GR";"1331";2007;13
"SG";"1331";2007;1206
"VS";"1362";2007;583
"AG";"1384";2007;27862.059133422
"AI";"1384";2007;4831.00809248263
"AR";"1384";2007;17297.3334398165
"BE";"1384";2007;33911.237304429
"BL";"1384";2007;26222.4133746882
"BS";"1384";2007;15275.3006615643
"FR";"1384";2007;6245.87244922426
"GE";"1384";2007;14290.2466493859
