"C_ID";"G_ID";"JAHR";"B"
"GL";"0376";2008;506
"GR";"0376";2008;8584
"JU";"0376";2008;985
"LU";"0376";2008;10256
"NE";"0376";2008;1268
"NW";"0376";2008;2853
"OW";"0376";2008;697
"SG";"0376";2008;17333
"SH";"0376";2008;1283
"SO";"0376";2008;7968
"SZ";"0376";2008;2143
"TG";"0376";2008;3777
"TI";"0376";2008;29682
"UR";"0376";2008;1664
"VD";"0376";2008;25624
"VS";"0376";2008;10924
"ZG";"0376";2008;2415
"ZH";"0376";2008;39515
"AG";"0411";2008;5354.8
"AI";"0411";2008;112.3
"AR";"0411";2008;226.5
"BE";"0411";2008;1176.1
"BL";"0411";2008;286.4
"BS";"0411";2008;349
"FR";"0411";2008;286.2
"GE";"0411";2008;113.4
"GL";"0411";2008;223.6
"GR";"0411";2008;397.2
"JU";"0411";2008;63.4
"LU";"0411";2008;12326.9
"NE";"0411";2008;221.6
"NW";"0411";2008;1104.3
"OW";"0411";2008;741.6
"SG";"0411";2008;1121.2
"SH";"0411";2008;215.4
"SO";"0411";2008;515.3
"SZ";"0411";2008;1534.2
"TG";"0411";2008;508.7
"TI";"0411";2008;147.9
"UR";"0411";2008;1068.1
"VD";"0411";2008;73.4
"VS";"0411";2008;235
"ZG";"0411";2008;4357.5
"ZH";"0411";2008;2091.8
"AG";"0445";2008;1956.89
"AI";"0445";2008;6.58
"AR";"0445";2008;73.09
"BE";"0445";2008;6811.77
"BL";"0445";2008;8758.7
"BS";"0445";2008;7010.79
"FR";"0445";2008;1665.36
"GE";"0445";2008;1858.62
"GL";"0445";2008;66.67
"GR";"0445";2008;2290.38
"JU";"0445";2008;398.18
"LU";"0445";2008;233.5
"NE";"0445";2008;5885.45
"NW";"0445";2008;35.84
"OW";"0445";2008;22.74
"SG";"0445";2008;750.75
"SH";"0445";2008;265.81
"SO";"0445";2008;745.45
"SZ";"0445";2008;1024.09
"TG";"0445";2008;440.23
"TI";"0445";2008;2245.41
"UR";"0445";2008;26.41
"VD";"0445";2008;2227.52
"VS";"0445";2008;1106.66
"ZG";"0445";2008;128.5
"ZH";"0445";2008;18814.14
"AG";"0455";2008;548.25
"AI";"0455";2008;68.83
"AR";"0455";2008;342.51
"BE";"0455";2008;363.72
"BL";"0455";2008;128.21
"BS";"0455";2008;92.51
"FR";"0455";2008;44.66
"GE";"0455";2008;24.66
"GL";"0455";2008;2532.26
"GR";"0455";2008;82914
"JU";"0455";2008;1.5
"LU";"0455";2008;348.22
"NE";"0455";2008;12.75
"NW";"0455";2008;37.16
"OW";"0455";2008;39.42
"SG";"0455";2008;9481.72
"SH";"0455";2008;3715.34
"SO";"0455";2008;95.43
"SZ";"0455";2008;2429.58
"TG";"0455";2008;8674.08
"TI";"0455";2008;7763.28
"UR";"0455";2008;40.85
"VD";"0455";2008;34.83
"VS";"0455";2008;29.59
"ZG";"0455";2008;261.27
"ZH";"0455";2008;26651.35
"AG";"0484";2008;725.55
"AI";"0484";2008;74.75
"AR";"0484";2008;731.58
"BE";"0484";2008;457.26
