"fophNumber"	"version"	"ohiZone"	"insuredStock"
"0360"	"5"	"756.05"	"63"
"0360"	"5"	"756.04"	"16"
"0360"	"5"	"756.09"	"154"
"0360"	"5"	"756.01"	"822"
"0376"	"5"	"756.19"	"9582"
"0376"	"5"	"756.16"	"287"
"0376"	"5"	"756.15"	"1739"
"0376"	"5"	"756.02"	"89274"
"0376"	"5"	"756.13"	"9421"
"0376"	"5"	"756.12"	"2919"
"0376"	"5"	"756.10"	"12918"
"0376"	"5"	"756.25"	"12685"
"0376"	"5"	"756.08"	"884"
"0376"	"5"	"756.18"	"7900"
"0376"	"5"	"756.26"	"918"
"0376"	"5"	"756.03"	"9459"
"0376"	"5"	"756.24"	"1104"
"0376"	"5"	"756.07"	"2493"
"0376"	"5"	"756.06"	"298"
"0376"	"5"	"756.17"	"21504"
"0376"	"5"	"756.14"	"1183"
"0376"	"5"	"756.11"	"6934"
"0376"	"5"	"756.05"	"3041"
"0376"	"5"	"756.20"	"4215"
"0376"	"5"	"756.21"	"29011"
"0376"	"5"	"756.04"	"1502"
"0376"	"5"	"756.22"	"27845"
"0376"	"5"	"756.23"	"9578"
"0376"	"5"	"756.09"	"1971"
"0376"	"5"	"756.01"	"36517"
"0455"	"5"	"756.19"	"903"
"0455"	"5"	"756.16"	"90"
"0455"	"5"	"756.15"	"475"
"0455"	"5"	"756.02"	"2513"
"0455"	"5"	"756.13"	"319"
"0455"	"5"	"756.12"	"426"
"0455"	"5"	"756.10"	"219"
"0455"	"5"	"756.25"	"80"
"0455"	"5"	"756.08"	"2235"
"0455"	"5"	"756.18"	"80033"
"0455"	"5"	"756.26"	"18"
"0455"	"5"	"756.03"	"980"
"0455"	"5"	"756.24"	"54"
"0455"	"5"	"756.07"	"122"
"0455"	"5"	"756.06"	"300"
"0455"	"5"	"756.17"	"8876"
"0455"	"5"	"756.14"	"3854"
"0455"	"5"	"756.11"	"198"
"0455"	"5"	"756.05"	"2216"
"0455"	"5"	"756.20"	"6986"
"0455"	"5"	"756.21"	"9170"
"0455"	"5"	"756.04"	"160"
"0455"	"5"	"756.22"	"1424"
"0455"	"5"	"756.23"	"1374"
"0455"	"5"	"756.09"	"621"
"0455"	"5"	"756.01"	"25578"
"0509"	"5"	"756.19"	"11575"
"0509"	"5"	"756.16"	"213"
"0509"	"5"	"756.15"	"677"
"0509"	"5"	"756.02"	"9952"
"0509"	"5"	"756.13"	"23819"
"0509"	"5"	"756.12"	"59637"
"0509"	"5"	"756.10"	"3547"
"0509"	"5"	"756.25"	"814"
"0509"	"5"	"756.08"	"392"
"0509"	"5"	"756.18"	"763"
"0509"	"5"	"756.26"	"303"
"0509"	"5"	"756.03"	"10535"
"0509"	"5"	"756.24"	"325"
"0509"	"5"	"756.07"	"1195"
"0509"	"5"	"756.06"	"1042"
"0509"	"5"	"756.17"	"6019"
"0509"	"5"	"756.14"	"2876"
"0509"	"5"	"756.11"	"5609"
"0509"	"5"	"756.05"	"3109"
"0509"	"5"	"756.20"	"6289"
"0509"	"5"	"756.21"	"427"
"0509"	"5"	"756.04"	"1202"
"0509"	"5"	"756.22"	"1032"
"0509"	"5"	"756.23"	"622"
"0509"	"5"	"756.09"	"5335"
"0509"	"5"	"756.01"	"18507"
"0558"	"5"	"756.01"	"1780"
"0762"	"5"	"756.19"	"1245"
"0762"	"5"	"756.16"	"206"
"0762"	"5"	"756.15"	"268"
"0762"	"5"	"756.02"	"3537"
"0762"	"5"	"756.13"	"281"
"0762"	"5"	"756.12"	"402"
"0762"	"5"	"756.10"	"712"
"0762"	"5"	"756.25"	"912"
"0762"	"5"	"756.08"	"507"
"0762"	"5"	"756.18"	"437"
"0762"	"5"	"756.26"	"208"
"0762"	"5"	"756.03"	"1568"
"0762"	"5"	"756.24"	"148"
"0762"	"5"	"756.07"	"896"
"0762"	"5"	"756.06"	"459"
"0762"	"5"	"756.17"	"1709"
"0762"	"5"	"756.14"	"216"
"0762"	"5"	"756.11"	"927"
"0762"	"5"	"756.05"	"1373"
"0762"	"5"	"756.20"	"705"
"0762"	"5"	"756.21"	"671"
"0762"	"5"	"756.04"	"342"
"0762"	"5"	"756.22"	"1047"
"0762"	"5"	"756.23"	"570"
"0762"	"5"	"756.09"	"458"
"0762"	"5"	"756.01"	"4344"
"0774"	"5"	"756.19"	"2385"
"0774"	"5"	"756.16"	"20"
"0774"	"5"	"756.15"	"98"
"0774"	"5"	"756.02"	"11086"
"0774"	"5"	"756.13"	"17459"
"0774"	"5"	"756.12"	"7070"
"0774"	"5"	"756.10"	"10284"
"0774"	"5"	"756.25"	"7434"
"0774"	"5"	"756.08"	"107"
"0774"	"5"	"756.18"	"2212"
"0774"	"5"	"756.26"	"5680"
"0774"	"5"	"756.03"	"412"
"0774"	"5"	"756.24"	"6501"
"0774"	"5"	"756.07"	"52"
"0774"	"5"	"756.06"	"45"
"0774"	"5"	"756.17"	"1034"
"0774"	"5"	"756.14"	"618"
"0774"	"5"	"756.11"	"832"
"0774"	"5"	"756.05"	"2395"
"0774"	"5"	"756.20"	"14680"
"0774"	"5"	"756.21"	"11482"
"0774"	"5"	"756.04"	"96"
"0774"	"5"	"756.22"	"15330"
"0774"	"5"	"756.23"	"19647"
"0774"	"5"	"756.09"	"228"
"0774"	"5"	"756.01"	"38046"
"0780"	"5"	"756.08"	"5525"
"0780"	"5"	"756.18"	"54"
"0780"	"5"	"756.17"	"137"
"0780"	"5"	"756.05"	"103"
"0780"	"5"	"756.04"	"7"
"0820"	"5"	"756.18"	"2540"
"0829"	"5"	"756.19"	"923"
"0829"	"5"	"756.15"	"2"
"0829"	"5"	"756.02"	"204"
"0829"	"5"	"756.13"	"35"
"0829"	"5"	"756.12"	"33"
"0829"	"5"	"756.10"	"13"
"0829"	"5"	"756.25"	"16"
"0829"	"5"	"756.08"	"13"
"0829"	"5"	"756.18"	"17"
"0829"	"5"	"756.03"	"2626"
"0829"	"5"	"756.24"	"5"
"0829"	"5"	"756.07"	"52"
"0829"	"5"	"756.06"	"38"
"0829"	"5"	"756.17"	"88"
"0829"	"5"	"756.14"	"12"
"0829"	"5"	"756.11"	"17"
"0829"	"5"	"756.05"	"1389"
"0829"	"5"	"756.20"	"39"
"0829"	"5"	"756.21"	"92"
"0829"	"5"	"756.04"	"27"
"0829"	"5"	"756.22"	"25"
"0829"	"5"	"756.23"	"22"
"0829"	"5"	"756.09"	"3612"
"0829"	"5"	"756.01"	"5059"
"0881"	"5"	"756.19"	"23936"
"0881"	"5"	"756.16"	"160"
"0881"	"5"	"756.15"	"2752"
"0881"	"5"	"756.02"	"14410"
"0881"	"5"	"756.13"	"5839"
"0881"	"5"	"756.12"	"1253"
"0881"	"5"	"756.10"	"1456"
"0881"	"5"	"756.25"	"2209"
"0881"	"5"	"756.08"	"202"
"0881"	"5"	"756.18"	"4406"
"0881"	"5"	"756.26"	"2279"
"0881"	"5"	"756.03"	"8362"
"0881"	"5"	"756.24"	"438"
"0881"	"5"	"756.07"	"809"
"0881"	"5"	"756.06"	"371"
"0881"	"5"	"756.17"	"9233"
"0881"	"5"	"756.14"	"2515"
"0881"	"5"	"756.11"	"6464"
"0881"	"5"	"756.05"	"1865"
"0881"	"5"	"756.20"	"5608"
"0881"	"5"	"756.21"	"6417"
"0881"	"5"	"756.04"	"149"
"0881"	"5"	"756.22"	"7855"
"0881"	"5"	"756.23"	"2058"
"0881"	"5"	"756.09"	"4070"
"0881"	"5"	"756.01"	"26287"
"0901"	"5"	"756.18"	"2330"
"0923"	"5"	"756.19"	"753"
"0923"	"5"	"756.16"	"8"
"0923"	"5"	"756.15"	"171"
"0923"	"5"	"756.02"	"5759"
"0923"	"5"	"756.13"	"1136"
"0923"	"5"	"756.12"	"284"
"0923"	"5"	"756.10"	"569"
"0923"	"5"	"756.08"	"75"
"0923"	"5"	"756.18"	"342"
"0923"	"5"	"756.03"	"101"
"0923"	"5"	"756.07"	"36"
"0923"	"5"	"756.06"	"30"
"0923"	"5"	"756.17"	"2746"
"0923"	"5"	"756.14"	"167"
"0923"	"5"	"756.11"	"539"
"0923"	"5"	"756.05"	"94"
"0923"	"5"	"756.20"	"1182"
"0923"	"5"	"756.04"	"25"
"0923"	"5"	"756.23"	"4"
"0923"	"5"	"756.09"	"102"
"0923"	"5"	"756.01"	"5262"
"0941"	"5"	"756.02"	"336"
"0941"	"5"	"756.23"	"36846"
"0966"	"5"	"756.19"	"27"
"0966"	"5"	"756.16"	"2"
"0966"	"5"	"756.15"	"11"
"0966"	"5"	"756.02"	"15"
"0966"	"5"	"756.13"	"7"
"0966"	"5"	"756.12"	"6"
"0966"	"5"	"756.10"	"2"
"0966"	"5"	"756.08"	"7"
"0966"	"5"	"756.18"	"6549"
"0966"	"5"	"756.26"	"1"
"0966"	"5"	"756.03"	"26"
"0966"	"5"	"756.17"	"92"
"0966"	"5"	"756.14"	"3"
"0966"	"5"	"756.11"	"8"
"0966"	"5"	"756.05"	"10"
"0966"	"5"	"756.20"	"19"
"0966"	"5"	"756.21"	"6"
"0966"	"5"	"756.04"	"1"
"0966"	"5"	"756.22"	"2"
"0966"	"5"	"756.23"	"1"
"0966"	"5"	"756.09"	"10"
"0966"	"5"	"756.01"	"76"
"0994"	"5"	"756.19"	"44481"
"0994"	"5"	"756.16"	"280"
"0994"	"5"	"756.15"	"461"
"0994"	"5"	"756.02"	"60511"
"0994"	"5"	"756.13"	"3325"
"0994"	"5"	"756.12"	"1543"
"0994"	"5"	"756.10"	"2561"
"0994"	"5"	"756.25"	"3979"
"0994"	"5"	"756.08"	"3235"
"0994"	"5"	"756.18"	"6145"
"0994"	"5"	"756.26"	"245"
"0994"	"5"	"756.03"	"9136"
"0994"	"5"	"756.24"	"3328"
"0994"	"5"	"756.07"	"1722"
"0994"	"5"	"756.06"	"2445"
"0994"	"5"	"756.17"	"9265"
"0994"	"5"	"756.14"	"4477"
"0994"	"5"	"756.11"	"1500"
"0994"	"5"	"756.05"	"1058"
"0994"	"5"	"756.20"	"11603"
"0994"	"5"	"756.21"	"3614"
"0994"	"5"	"756.04"	"7371"
"0994"	"5"	"756.22"	"15541"
"0994"	"5"	"756.23"	"6195"
"0994"	"5"	"756.09"	"2420"
"0994"	"5"	"756.01"	"34735"
"1003"	"5"	"756.23"	"170"
"1040"	"5"	"756.23"	"3898"
"1060"	"5"	"756.19"	"23069"
"1060"	"5"	"756.16"	"1067"
"1060"	"5"	"756.15"	"1928"
"1060"	"5"	"756.02"	"13361"
"1060"	"5"	"756.13"	"16696"
"1060"	"5"	"756.12"	"1362"
"1060"	"5"	"756.10"	"823"
"1060"	"5"	"756.25"	"714"
