"fophNumber"	"version"	"ohiZone"	"insuredStock"
"0774"	"3"	"756.22"	"869"
"0774"	"3"	"756.23"	"18578"
"0774"	"3"	"756.09"	"18"
"0774"	"3"	"756.01"	"561"
"0780"	"3"	"756.08"	"3918"
"0780"	"3"	"756.18"	"35"
"0780"	"3"	"756.17"	"132"
"0780"	"3"	"756.05"	"64"
"0780"	"3"	"756.04"	"2"
"0790"	"3"	"756.23"	"1482"
"0820"	"3"	"756.18"	"2671"
"0829"	"3"	"756.19"	"545"
"0829"	"3"	"756.15"	"2"
"0829"	"3"	"756.02"	"1298"
"0829"	"3"	"756.13"	"67"
"0829"	"3"	"756.12"	"39"
"0829"	"3"	"756.10"	"79"
"0829"	"3"	"756.25"	"185"
"0829"	"3"	"756.08"	"33"
"0829"	"3"	"756.18"	"30"
"0829"	"3"	"756.26"	"38"
"0829"	"3"	"756.03"	"2350"
"0829"	"3"	"756.24"	"20"
"0829"	"3"	"756.07"	"42"
"0829"	"3"	"756.06"	"46"
"0829"	"3"	"756.17"	"138"
"0829"	"3"	"756.14"	"11"
"0829"	"3"	"756.11"	"28"
"0829"	"3"	"756.05"	"468"
"0829"	"3"	"756.20"	"53"
"0829"	"3"	"756.21"	"125"
"0829"	"3"	"756.04"	"14"
"0829"	"3"	"756.22"	"81"
"0829"	"3"	"756.23"	"27"
"0829"	"3"	"756.09"	"4022"
"0829"	"3"	"756.01"	"8834"
"0881"	"3"	"756.19"	"14496"
"0881"	"3"	"756.16"	"158"
"0881"	"3"	"756.15"	"2279"
"0881"	"3"	"756.02"	"18603"
"0881"	"3"	"756.13"	"6140"
"0881"	"3"	"756.12"	"1271"
"0881"	"3"	"756.10"	"1745"
"0881"	"3"	"756.25"	"1876"
"0881"	"3"	"756.08"	"197"
"0881"	"3"	"756.18"	"3495"
"0881"	"3"	"756.26"	"3426"
"0881"	"3"	"756.03"	"5287"
"0881"	"3"	"756.24"	"517"
"0881"	"3"	"756.07"	"577"
"0881"	"3"	"756.06"	"380"
"0881"	"3"	"756.17"	"9154"
"0881"	"3"	"756.14"	"2131"
"0881"	"3"	"756.11"	"6541"
"0881"	"3"	"756.05"	"1736"
"0881"	"3"	"756.20"	"3800"
"0881"	"3"	"756.21"	"6256"
"0881"	"3"	"756.04"	"163"
"0881"	"3"	"756.22"	"5481"
"0881"	"3"	"756.23"	"1384"
